,Unnamed: 0,ID,Solution Set: Distributed Novice,Unnamed: 3,clusters
729,,33334061,"I would like to see a bicycle highway.  It would go the length of regular highways, but be for bikes and pedestrians.  It should be wide enough for fast moving road cyclist, it should have passing lanes, and little road crossings.  There should be frequent on and off ramps.  There should also be many large parking areas.  Ideally it would even lead to public transportation areas with ample bike parking.",,61
48,,33333379,A crowd-sourced bus stop app. Instead of having fixed bus stops throughout the city. People through a smart phone app request a bus to stop at a certain locations. This would provide information to the bus service company in improving the locations and times of where service is needed the most.,,61
1042,,33334368,"Pods that look like mini versions of subways, but run above ground in a designated lane. to make this into the infrastructure, street parking would be eliminated from the street in use, that would also encourage pedestrian use.",,61
730,,33334062,I would like to see a cable car that runs across the city.  It would take people across the busy streets.  It would be convenient for office workers. It would cut down on traffic in the downtown area.,,61
145,,33333482,"a new type of rail system with certain drop off points, but the rail system is above the road so it doesnt interfere with people driving cars.",,61
147,,33333484,"a new vehicle given to everyone that works in the city, and the vehicle is super small and runs on batteries.",,61
805,,33334139,"In my neighborhood, any kind of public transportation would be innovative. Due to the apparent stigma of such, I would propose a lovely electric-run ""uber coach"" instead of the big ugly city bus. This could be as simple as a mini-van and could deliver us suffering commuters of Southern California from a few select and regular pick-up spots to bigger, car-pool mega spots at various freeway points.",,61
750,,33334085,"I would like to see public transportation on buses expanded in my area, with a dedicated area for bicycles to also be transported on the buses.  This would help a lot with traffic, and still allow people to get to their destinations quickly.",,61
336,,33333669,"Atlanta could have a much, much wider public transportation system. The subway would go to many different neighborhoods, extending in different directions instead of being a simple cross. More money and attention would be given to public transportation, extending bus and trolley service while halting the neverending expansion of parking and roads. Much more attention will be given to cyclist and pedestrian safety, with enforced ticketing for drivers that ignore traffic laws along with more bike lanes and pedestrian crossings.",,61
1250,,33334726,There would be a pay-to-use bicycle system similar to the Citi bicycles in New York City. It would allow people to exercise while getting to their location quickly. It would also relieve traffic congestion.,,61
487,,33333824,Have a system of moving sidewalks that has chairs (with seatbelt for safety) mounted to it. People can just sit down and be transported quickly throughout the city.,,61
406,,33333742,"Continuous moving walkways, intersections become difficult and require actual steps to change directions but pretty much a conveyor belt for people. We'll power it by harnessing the energy from all the water moving in the sewer pipes.",,61
558,,33333888,I can imagine my neighborhood having a high speed maglev train. It will levitate on top of a rail that will span around the entire city to avoid traffic. It will be fast and efficient to provide good transportation services.,,61
